[
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, -26.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, -27.4, -14.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 8.2, -0.4, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, -1.3, 5.3, 2.9, -5.2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0.6, 1.7, -1.2, 3.4, 0.0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0.0, -2.1, -0.7, 0.2, 0.9, 1.0, 0, 0, 0, 0, 0, 0, 0]
[0, 0.8, 0.4, -0.2, -0.3, -0.6, 0.1, -0.2, 0, 0, 0, 0, 0, 0]
[0, -0.3, 0.3, 0.1, 0.5, -0.2, -0.3, 0.3, 0.0, 0, 0, 0, 0, 0]
[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0]
[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0]
[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]
[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]
[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
]
