[
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-30421.0, -2169.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-1555.0, 3002.0, 1590.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1302.0, -1992.0, 1289.0, 878.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[957.0, 800.0, 504.0, -394.0, 269.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-222.0, 362.0, 242.0, -26.0, -156.0, -63.0, 0, 0, 0, 0, 0, 0, 0, 0]
[46.0, 58.0, 1.0, -237.0, -1.0, -2.0, -113.0, 0, 0, 0, 0, 0, 0, 0]
[67.0, -56.0, 5.0, 15.0, -32.0, -7.0, 17.0, 8.0, 0, 0, 0, 0, 0, 0]
[15.0, 6.0, -4.0, -11.0, 2.0, 10.0, -5.0, 10.0, 8.0, 0, 0, 0, 0, 0]
[4.0, 6.0, 0.0, -9.0, 1.0, 4.0, -1.0, -2.0, 3.0, -1.0, 0, 0, 0, 0]
[1.0, -3.0, 4.0, 0.0, -1.0, 4.0, 6.0, 1.0, -1.0, 2.0, 0.0, 0, 0, 0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
]
